mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin
197	190	567	585	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	2434		articStaccatoAbove									
197	190	568	586	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	2435		articStaccatoAbove									
197	190	569	587	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	2436		articStaccatoAbove									
198	191	570	588	0.0		0	0	Dynamic	3/4	1	1	0				p								581		
198	191	570	588	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	2437									581		
198	191	1141/2	1177/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	2438									581		
198	191	571	589	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	2439									581		
198	191	1143/2	1179/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	2440									581		
198	191	572	590	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	2441									581		
198	191	1145/2	1181/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	2442									581		
198	191	570	588	0.0		0	0	Dynamic	3/4	2	1	0				p										
198	191	570	588	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	2443		articStaccatoBelow									
198	191	571	589	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	2444		articStaccatoBelow									
198	191	572	590	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	2445		articStaccatoBelow									
198	191	570	588	0.0		0	0	Dynamic	3/4	3	1	0				p										
198	191	570	588	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	2446		articStaccatoAbove									
198	191	571	589	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	2447		articStaccatoAbove									
198	191	572	590	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	2448		articStaccatoAbove									
199	192	573	591	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	2449									581		
199	192	1147/2	1183/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	2450									581		
199	192	574	592	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	2451									581		
199	192	1149/2	1185/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	2452									581		
199	192	575	593	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	2453									581		
199	192	1151/2	1187/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	2454											
199	192	573	591	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	2455		articStaccatoBelow									
199	192	574	592	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	2456											
199	192	575	593	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	2457											
199	192	573	591	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	2458		articStaccatoAbove									
199	192	574	592	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	2459											
199	192	575	593	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	2460											
200	193	576	594	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	2461									582		
200	193	1153/2	1189/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	2462									582		
200	193	577	595	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	2463									582		
200	193	1155/2	1191/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	2464									582		
200	193	578	596	0.0		1/2	1/2	StaffText	3/4	1	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"						582		
200	193	578	596	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	2465									582		
200	193	1157/2	1193/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	2466									582		
200	193	576	594	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	2467											
200	193	577	595	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	2468											
200	193	578	596	0.0		1/2	1/2	StaffText	3/4	2	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"								
200	193	578	596	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	2469											
200	193	576	594	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	2470											
200	193	577	595	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	2471											
200	193	578	596	0.0		1/2	1/2	StaffText	3/4	3	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"								
200	193	578	596	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	2472											
200	193	578	596	0.0		1/2	1/2	StaffText	3/4	4	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"								
200	193	578	596	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	2473		articStaccatoBelow									
201	194	579	597	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	2474									582		
201	194	1159/2	1195/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	2475									582		
201	194	580	598	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	2476									582		
201	194	1161/2	1197/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	2477											
201	194	581	599	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	2478									583		
201	194	1163/2	1199/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	2479									583		
201	194	579	597	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	2480											
201	194	580	598	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	2481											
201	194	581	599	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	2482											
201	194	579	597	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	2483											
201	194	580	598	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	2484											
201	194	581	599	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	2485											
201	194	579	597	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	2486		articStaccatoBelow									
201	194	580	598	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	2487		articStaccatoBelow									
201	194	581	599	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	2488		articStaccatoAbove									
202	195	582	600	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	2489									583		
202	195	1165/2	1201/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	2490									583		
202	195	583	601	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	2491									583		
202	195	1167/2	1203/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	2492											
202	195	584	602	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	2493									584		
202	195	1169/2	1205/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	2494									584		
202	195	582	600	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	2495											
202	195	583	601	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	2496											
202	195	584	602	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	2497											
202	195	582	600	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	2498											
202	195	583	601	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	2499											
202	195	584	602	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	2500											
202	195	582	600	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	2501											
202	195	583	601	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	2502											
202	195	584	602	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	2503											
203	196	585	603	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	2504									584		
203	196	1171/2	1207/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	2505									584		
203	196	586	604	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	2506									584		
203	196	1173/2	1209/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	2507											
203	196	587	605	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	2508									585		
203	196	1175/2	1211/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	2509									585		
203	196	585	603	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	2510											
203	196	586	604	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	2511											
203	196	587	605	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	2512											
203	196	585	603	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	2513											
203	196	586	604	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	2514											
203	196	587	605	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	2515											
203	196	585	603	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	2516											
203	196	586	604	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	2517											
203	196	587	605	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	2518											
204	197	588	606	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	2519									585		
204	197	1177/2	1213/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	2520									585		
204	197	589	607	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	2521									585		
204	197	1179/2	1215/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	2522											
204	197	590	608	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	2523									586		
204	197	1181/2	1217/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	2524									586		
204	197	588	606	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	2525											
204	197	589	607	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	2526											
204	197	590	608	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	2527											
204	197	588	606	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	2528											
204	197	589	607	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	2529											
204	197	590	608	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	2530											
204	197	588	606	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	2531											
204	197	589	607	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	2532											
204	197	590	608	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	2533											
205	198	591	609	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	2534									586		
205	198	1183/2	1219/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	2535									586		
205	198	592	610	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	2536									586		
205	198	1185/2	1221/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	2537									586		
205	198	593	611	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	2538									586		
205	198	1187/2	1223/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	2539											
205	198	591	609	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	2540											
205	198	592	610	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	2541											
205	198	593	611	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	2542											
205	198	591	609	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	2543											
205	198	592	610	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	2544											
205	198	593	611	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	2545											
205	198	591	609	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	2546											
205	198	592	610	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	2547											
205	198	593	611	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	2548											
206	199	594	612	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	2549									587		
206	199	1189/2	1225/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	2550									587		
206	199	595	613	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	2551									587		
206	199	1191/2	1227/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	2552									587		
206	199	596	614	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	2553									587		
206	199	1193/2	1229/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	2554									587		
206	199	594	612	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	2555											
206	199	595	613	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	2556											
206	199	596	614	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	2557											
206	199	594	612	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	2558											
206	199	595	613	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	2559											
206	199	596	614	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	2560											
206	199	594	612	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	2561											
206	199	595	613	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	2562											
206	199	596	614	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	2563											
207	200	597	615	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	2564									587		
207	200	1195/2	1231/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	2565									587		
207	200	598	616	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	2566									587		
207	200	1197/2	1233/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	2567									587		
207	200	599	617	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	2568									587		
207	200	1199/2	1235/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	2569									587		
207	200	597	615	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	2570											
207	200	598	616	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	2571											
207	200	599	617	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	2572											
207	200	597	615	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	2573											
207	200	598	616	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	2574											
207	200	599	617	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	2575											
207	200	597	615	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	2576											
207	200	598	616	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	2577											
207	200	599	617	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	2578											
208	201	600	618	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	2579											
208	201	1201/2	1237/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	2580									588		
208	201	601	619	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	2581									588		
208	201	1203/2	1239/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	2582									588		
208	201	602	620	0.0		1/2	1/2	Dynamic	3/4	1	1	0				f								588		
208	201	602	620	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	2583									588		
208	201	1205/2	1241/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	2584									588		
208	201	600	618	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	2585											
208	201	601	619	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	2586											
208	201	602	620	0.0		1/2	1/2	Dynamic	3/4	2	1	0				f										
208	201	602	620	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	2587											
208	201	600	618	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	2588											
208	201	601	619	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	2589											
208	201	602	620	0.0		1/2	1/2	Dynamic	3/4	3	1	0				f										
208	201	602	620	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	2590											
208	201	600	618	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	2591											
208	201	601	619	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	2592											
208	201	602	620	0.0		1/2	1/2	Dynamic	3/4	4	1	0				f										
208	201	602	620	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	2593											
209	202	603	621	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	2594									588		
209	202	1207/2	1243/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	2595									588		
209	202	604	622	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	2596									588		
209	202	1209/2	1245/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	2597									588		
209	202	605	623	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	2598		articStaccatoAbove									
209	202	1211/2	1247/2	0.0		5/8	5/8	Dynamic	3/4	1	1	0				p										
209	202	1211/2	1247/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	2599									589		
209	202	603	621	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	2600											
209	202	604	622	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	2601											
209	202	605	623	0.0		1/2	1/2	Dynamic	3/4	2	1	0				p										
209	202	605	623	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	2602											
209	202	603	621	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	2603											
209	202	604	622	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	2604											
209	202	605	623	0.0		1/2	1/2	Dynamic	3/4	3	1	0				p										
209	202	605	623	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	2605											
209	202	603	621	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	2606											
209	202	604	622	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	2607											
209	202	605	623	0.0		1/2	1/2	Dynamic	3/4	4	1	0				p										
209	202	605	623	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	2608											
210	203	606	624	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	2609									589		
210	203	1213/2	1249/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	2610									589		
210	203	607	625	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	2611									589		
210	203	1215/2	1251/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	2612									589		
210	203	608	626	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	2613									589		
210	203	1217/2	1253/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	2614											
210	203	606	624	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	2615											
210	203	607	625	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	2616											
210	203	608	626	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	2617											
210	203	606	624	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	2618											
210	203	607	625	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	2619											
210	203	608	626	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	2620											
210	203	606	624	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	2621											
210	203	607	625	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	2622											
210	203	608	626	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	2623											
211	204	609	627	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	2624									590		
211	204	1219/2	1255/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	2625									590		
211	204	610	628	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	2626									590		
211	204	1221/2	1257/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	2627									590		
211	204	611	629	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	2628									590		
211	204	1223/2	1259/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	2629											
211	204	609	627	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	2630											
211	204	610	628	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	2631											
211	204	611	629	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	2632											
211	204	609	627	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	2633											
211	204	610	628	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	2634											
211	204	611	629	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	2635											
211	204	609	627	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	2636											
211	204	610	628	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	2637											
211	204	611	629	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	2638											
212	205	612	630	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	2639									591		
212	205	1225/2	1261/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	2640									591		
212	205	613	631	0.0		1/4	1/4	Dynamic	3/4	1	1	0				f								591		
212	205	613	631	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	2641									591		
212	205	1227/2	1263/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	2642									591		
212	205	614	632	1.0		1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	2643		articStaccatoAbove									
212	205	612	630	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	2644											
212	205	612	630	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	2645											
212	205	613	631	0.0		1/4	1/4	Dynamic	3/4	3	1	0				f										
212	205	613	631	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	2646		articStaccatoBelow									
212	205	614	632	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	2647		articStaccatoBelow									
212	205	612	630	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	2648											
212	205	613	631	0.0		1/4	1/4	Dynamic	3/4	4	1	0				f										
212	205	613	631	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	2649		articStaccatoBelow									
212	205	614	632	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	2650		articStaccatoBelow									
213	206	615	633	0.0		0	0	Dynamic	3/4	3	1	0				sf										
213	206	615	633	3.0		0	0	Chord	3/4	3	1	3/4	1/2	3/2	2651											
213	206	615	633	0.0		0	0	Dynamic	3/4	4	1	0				sf										
213	206	615	633	3.0		0	0	Chord	3/4	4	1	3/4	1/2	3/2	2652											
214	207	618	636	0.0		0	0	Dynamic	3/4	3	1	0				sf										
214	207	618	636	3.0		0	0	Chord	3/4	3	1	3/4	1/2	3/2	2653											
214	207	618	636	0.0		0	0	Dynamic	3/4	4	1	0				sf										
214	207	618	636	3.0		0	0	Chord	3/4	4	1	3/4	1/2	3/2	2654											
215	208	621	639	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	2655		articStaccatoBelow									
215	208	622	640	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	2656		articStaccatoBelow									
215	208	623	641	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	2657		articStaccatoBelow									
215	208	621	639	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	2658		articStaccatoBelow									
215	208	622	640	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	2659		articStaccatoBelow									
215	208	623	641	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	2660		articStaccatoBelow									
216	209	624	642	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	2661		articStaccatoBelow									
216	209	625	643	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	2662		articStaccatoBelow									
216	209	626	644	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	2663		articStaccatoBelow									
216	209	624	642	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	2664		articStaccatoBelow									
216	209	625	643	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	2665		articStaccatoBelow									
216	209	626	644	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	2666		articStaccatoBelow									
217	210	627	645	0.0		0	0	Dynamic	3/4	3	1	0				sf										
217	210	627	645	3.0		0	0	Chord	3/4	3	1	3/4	1/2	3/2	2667		articStaccatoBelow									
217	210	627	645	0.0		0	0	Dynamic	3/4	4	1	0				sf										
217	210	627	645	3.0		0	0	Chord	3/4	4	1	3/4	1/2	3/2	2668		articStaccatoBelow									
218	211	630	648	0.0		0	0	Dynamic	3/4	3	1	0				sf										
218	211	630	648	3.0		0	0	Chord	3/4	3	1	3/4	1/2	3/2	2669		articStaccatoAbove									
218	211	630	648	0.0		0	0	Dynamic	3/4	4	1	0				sf										
218	211	630	648	3.0		0	0	Chord	3/4	4	1	3/4	1/2	3/2	2670		articStaccatoBelow									
219	212	635	653	0.0		1/2	1/2	Dynamic	3/4	1	1	0				f										
219	212	635	653	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	2671									592		
219	212	1271/2	1307/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	2672									592		
219	212	633	651	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	2673		articStaccatoBelow									
219	212	634	652	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	2674		articStaccatoBelow									
219	212	635	653	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	2675		articStaccatoBelow									
219	212	633	651	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	2676		articStaccatoBelow									
219	212	634	652	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	2677		articStaccatoBelow									
219	212	635	653	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	2678		articStaccatoBelow									
220	213	636	654	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	2679									592		
220	213	1273/2	1309/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	2680									592		
220	213	637	655	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	2681									592		
220	213	1275/2	1311/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	2682									592		
220	213	638	656	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	2683									592		
220	213	1277/2	1313/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	2684											
220	213	637	655	0.0		1/4	1/4	Dynamic	3/4	2	1	0				f										
220	213	637	655	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	2685		articStaccatoBelow									
220	213	638	656	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	2686		articStaccatoBelow									
220	213	636	654	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	2687		articStaccatoBelow									
220	213	637	655	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	2688		articStaccatoBelow									
220	213	638	656	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	2689		articStaccatoBelow									
220	213	636	654	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	2690		articStaccatoBelow									
220	213	637	655	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	2691		articStaccatoBelow									
220	213	638	656	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	2692		articStaccatoBelow									
221	214	639	657	1.0		0	0	Chord	3/4	1	1	1/4	1/4	1	2693		articStaccatoAbove									
