mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin
205	205	818	818	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	3704										778		
205	205	819	819	0.75	3/4	3/4	Chord	4/4	4	1	3/16	1/8	3/2	3705										778		
205	205	3279/4	3279/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16	1/16	1	3706												
206	206	820	820	0.0	0	0	Spanner	4/4	1	1	0															68
206	206	820	820	4.0	0	0	Chord	4/4	1	1	1	1	1	3707												68
206	206	820	820	0.0	0	0	Spanner	4/4	2	1	0															69
206	206	820	820	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	3708										779		69
206	206	821	821	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	3709												69
206	206	823	823	0.75	3/4	3/4	Chord	4/4	2	1	3/16	1/8	3/2	3710										780		69
206	206	3295/4	3295/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	3711												69
206	206	820	820	0.0	0	0	Spanner	4/4	3	1	0															70
206	206	820	820	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	3712										781		70
206	206	821	821	2.0	1/4	1/4	Chord	4/4	3	1	1/2	1/2	1	3713												70
206	206	823	823	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	3714												70
206	206	820	820	0.0	0	0	Spanner	4/4	4	1	0															71
206	206	820	820	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	3715										782		71
206	206	821	821	2.0	1/4	1/4	Chord	4/4	4	1	1/2	1/2	1	3716												71
207	207	824	824	0.0	0	0	Spanner	4/4	1	1	0															
207	207	824	824	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	3717												
207	207	825	825	0.0	1/4	1/4	Dynamic	4/4	1	1	0				p											
207	207	825	825	0.75	1/4	1/4	Chord	4/4	1	1	3/16	1/8	3/2	3718										783		
207	207	3303/4	3303/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	3719										783		
207	207	826	826	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	3720										783		
207	207	827	827	0.75	3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	3721										783		
207	207	3311/4	3311/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	3722												
207	207	824	824	0.0	0	0	Dynamic	4/4	2	1	0				p											
207	207	824	824	0.0	0	0	Spanner	4/4	2	1	0															
207	207	824	824	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	3723										784		
207	207	825	825	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	3724												
207	207	827	827	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	3725												
207	207	824	824	0.0	0	0	Dynamic	4/4	3	1	0				p											
207	207	824	824	0.0	0	0	Spanner	4/4	3	1	0															
207	207	824	824	3.0	0	0	Chord	4/4	3	1	3/4	1/2	3/2	3726										785		
207	207	827	827	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	3727												
207	207	824	824	0.0	0	0	Spanner	4/4	4	1	0															
208	208	828	828	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	3728										786		
208	208	829	829	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	3729												
208	208	831	831	0.0	3/4	3/4	StaffText	4/4	1	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/><i>espressivo</i>"									
208	208	831	831	0.75	3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	3730										787		
208	208	3327/4	3327/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	3731												
208	208	828	828	4.0	0	0	Chord	4/4	2	1	1	1	1	3732												
208	208	829	829	0.0	1/4	1/4	StaffText	4/4	3	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/><i>espressivo</i>"									
208	208	829	829	0.75	1/4	1/4	Chord	4/4	3	1	3/16	1/8	3/2	3733										788		
208	208	3319/4	3319/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16	1/16	1	3734												
208	208	830	830	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	3735										789		
208	208	831	831	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	3736												
209	209	832	832	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	3737										790		
209	209	833	833	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	3738												
209	209	835	835	0.75	3/4	3/4	Chord	4/4	1	1	3/16	1/8	3/2	3739										791		
209	209	3343/4	3343/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	3740												
209	209	832	832	4.0	0	0	Chord	4/4	2	1	1	1	1	3741												
209	209	835	835	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	3742												
209	209	833	833	0.0	1/4	1/4	StaffText	4/4	4	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/><i>espressivo</i>"									
209	209	833	833	0.75	1/4	1/4	Chord	4/4	4	1	3/16	1/8	3/2	3743										792		
209	209	3335/4	3335/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16	1/16	1	3744												
209	209	834	834	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	3745										793		
209	209	835	835	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	3746												
210	210	836	836	0.0	0	0	StaffText	4/4	1	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"									
210	210	836	836	1.75	0	0	Chord	4/4	1	1	7/16	1/4	7/4	3747										794		
210	210	3351/4	3351/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	3748												
210	210	838	838	1.75	1/2	1/2	Chord	4/4	1	1	7/16	1/4	7/4	3749										795		
210	210	3359/4	3359/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	3750												
210	210	836	836	0.0	0	0	StaffText	4/4	2	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"									
210	210	836	836	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	3751												
210	210	838	838	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	3752												
210	210	836	836	0.0	0	0	StaffText	4/4	3	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"									
210	210	836	836	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	3753												
210	210	838	838	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	3754												
210	210	837	837	0.0	1/4	1/4	StaffText	4/4	4	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"									
210	210	837	837	0.75	1/4	1/4	Chord	4/4	4	1	3/16	1/8	3/2	3755										796		
210	210	3351/4	3351/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16	1/16	1	3756												
210	210	839	839	0.75	3/4	3/4	Chord	4/4	4	1	3/16	1/8	3/2	3757										797		
210	210	3359/4	3359/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16	1/16	1	3758												
211	211	840	840	1.75	0	0	Chord	4/4	1	1	7/16	1/4	7/4	3759										798		
211	211	3367/4	3367/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	3760												
211	211	842	842	1.75	1/2	1/2	Chord	4/4	1	1	7/16	1/4	7/4	3761										799		
211	211	3375/4	3375/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	3762												
211	211	840	840	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	3763												
211	211	842	842	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	3764												
211	211	840	840	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	3765												
211	211	842	842	2.0	1/2	1/2	Chord	4/4	3	1	1/2	1/2	1	3766												
211	211	841	841	0.75	1/4	1/4	Chord	4/4	4	1	3/16	1/8	3/2	3767										800		
211	211	3367/4	3367/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16	1/16	1	3768												
211	211	843	843	0.75	3/4	3/4	Chord	4/4	4	1	3/16	1/8	3/2	3769										801		
211	211	3375/4	3375/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16	1/16	1	3770												
212	212	844	844	0.0	0	0	Dynamic	4/4	1	1	0				sf											
212	212	844	844	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	3771										802		
212	212	3377/4	3377/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	3772										802		
212	212	1689/2	1689/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	3773										802		
212	212	3379/4	3379/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	3774										802		
212	212	845	845	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	3775										802		
212	212	3381/4	3381/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	3776										802		
212	212	1691/2	1691/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	3777										802		
212	212	3383/4	3383/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	3778												
212	212	846	846	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	3779										803		
212	212	3385/4	3385/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	3780										803		
212	212	1693/2	1693/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	3781										803		
212	212	3387/4	3387/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	3782										803		
212	212	847	847	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	3783										803		
212	212	3389/4	3389/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	3784										803		
212	212	1695/2	1695/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	3785										803		
212	212	3391/4	3391/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	3786												
212	212	844	844	0.0	0	0	Dynamic	4/4	2	1	0				sf											
212	212	844	844	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	3787		articStaccatoBelow										
212	212	845	845	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	3788		articStaccatoBelow										
212	212	846	846	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	3789		articStaccatoBelow										
212	212	847	847	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	3790		articStaccatoAbove										
212	212	844	844	0.0	0	0	Dynamic	4/4	3	1	0				sf											
212	212	844	844	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	3791		articStaccatoBelow										
212	212	845	845	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	3792		articStaccatoBelow										
212	212	846	846	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	3793		articStaccatoBelow										
212	212	847	847	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	3794		articStaccatoBelow										
212	212	844	844	0.0	0	0	Dynamic	4/4	4	1	0				sf											
212	212	844	844	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	3795		articStaccatoBelow										
212	212	845	845	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	3796		articStaccatoBelow										
212	212	846	846	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	3797		articStaccatoAbove										
212	212	847	847	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	3798		articStaccatoBelow										
213	213	848	848	0.0	0	0	Dynamic	4/4	1	1	0				f											
213	213	848	848	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	3799										804		
213	213	3393/4	3393/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	3800										804		
213	213	1697/2	1697/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	3801										804		
213	213	3395/4	3395/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	3802										804		
213	213	849	849	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	3803										804		
213	213	3397/4	3397/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	3804										804		
213	213	1699/2	1699/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	3805										804		
213	213	3399/4	3399/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	3806												
213	213	850	850	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	3807										805		
213	213	3401/4	3401/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	3808										805		
213	213	1701/2	1701/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	3809										805		
213	213	3403/4	3403/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	3810										805		
213	213	851	851	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	3811										805		
213	213	3405/4	3405/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	3812										805		
213	213	1703/2	1703/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	3813										805		
213	213	3407/4	3407/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	3814												
213	213	848	848	0.0	0	0	Dynamic	4/4	2	1	0				f											
213	213	848	848	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	3815		articStaccatoAbove										
213	213	849	849	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	3816		articStaccatoBelow										
213	213	850	850	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	3817		articStaccatoBelow										
213	213	851	851	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	3818		articStaccatoBelow										
213	213	848	848	0.0	0	0	Dynamic	4/4	3	1	0				f											
213	213	848	848	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	3819		articStaccatoBelow										
213	213	849	849	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	3820		articStaccatoBelow										
213	213	850	850	1.0	1/2	1/2	Chord	4/4	3	1	1/4	1/4	1	3821		articStaccatoBelow										
213	213	851	851	1.0	3/4	3/4	Chord	4/4	3	1	1/4	1/4	1	3822		articStaccatoBelow										
213	213	848	848	0.0	0	0	Dynamic	4/4	4	1	0				f											
213	213	848	848	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	3823		articStaccatoBelow										
213	213	849	849	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	3824		articStaccatoBelow										
213	213	850	850	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	3825		articStaccatoBelow										
213	213	851	851	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	3826		articStaccatoBelow										
214	214	852	852	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	3827		articStaccatoAbove										
214	214	852	852	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	3828		articStaccatoBelow										
214	214	852	852	0.0	0	0	Dynamic	4/4	3	1	0				p											
214	214	852	852	2.0	0	0	Chord	4/4	3	1	1/2	1/2	1	3829												
214	214	854	854	1.75	1/2	1/2	Chord	4/4	3	1	7/16	1/4	7/4	3830												
214	214	3423/4	3423/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16	1/16	1	3831												
214	214	852	852	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	3832		articStaccatoBelow										
214	214	3415/4	3415/4	0.0	7/16	7/16	Dynamic	4/4	4	1	0				p											
214	214	3415/4	3415/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16	1/16	1	3833												
214	214	854	854	1.0	1/2	1/2	Chord	4/4	4	1	1/4	1/4	1	3834		articStaccatoAbove										
214	214	855	855	1.0	3/4	3/4	Chord	4/4	4	1	1/4	1/4	1	3835		articStaccatoAbove										
215	215	3431/4	3431/4	0.0	7/16	7/16	Dynamic	4/4	2	1	0				p											
215	215	3431/4	3431/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	3836												
215	215	858	858	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	3837		articStaccatoAbove										
215	215	859	859	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	3838		articStaccatoAbove										
215	215	856	856	1.5	0	0	Chord	4/4	3	1	3/8	1/4	3/2	3839										806		
215	215	1715/2	1715/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16	1/16	1	3840										806		
215	215	3431/4	3431/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16	1/16	1	3841												
215	215	858	858	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	3842		articStaccatoBelow										
215	215	1717/2	1717/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	3843		articStaccatoBelow										
215	215	859	859	0.25	3/4	3/4	Chord	4/4	3	1	1/16	1/16	1	3844										807		
215	215	3437/4	3437/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16	1/16	1	3845										807		
215	215	1719/2	1719/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	3846												
215	215	856	856	1.5	0	0	Chord	4/4	4	1	3/8	1/4	3/2	3847										808		
215	215	1715/2	1715/2	0.25	3/8	3/8	Chord	4/4	4	1	1/16	1/16	1	3848										808		
215	215	3431/4	3431/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16	1/16	1	3849												
215	215	858	858	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	3850		articStaccatoAbove										
215	215	1717/2	1717/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	3851		articStaccatoAbove										
215	215	859	859	0.25	3/4	3/4	Chord	4/4	4	1	1/16	1/16	1	3852										809		
215	215	3437/4	3437/4	0.25	13/16	13/16	Chord	4/4	4	1	1/16	1/16	1	3853										809		
215	215	1719/2	1719/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	3854												
216	216	3447/4	3447/4	0.0	7/16	7/16	Dynamic	4/4	1	1	0				p											
216	216	3447/4	3447/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	3855												
216	216	862	862	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	3856		articStaccatoAbove										
216	216	863	863	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	3857		articStaccatoAbove										
216	216	860	860	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	3858										810		
216	216	1723/2	1723/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	3859										810		
216	216	3447/4	3447/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	3860												
216	216	862	862	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	3861		articStaccatoAbove										
216	216	1725/2	1725/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	3862		articStaccatoAbove										
216	216	863	863	0.25	3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	3863										811		
216	216	3453/4	3453/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	3864										811		
216	216	1727/2	1727/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	3865												
216	216	860	860	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	3866										812		
216	216	861	861	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	3867												
216	216	3455/4	3455/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16	1/16	1	3868												
216	216	860	860	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	3869										813		
216	216	861	861	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	3870												
216	216	862	862	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	3871		articStaccatoAbove										
216	216	1725/2	1725/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	3872		articStaccatoAbove										
216	216	863	863	0.25	3/4	3/4	Chord	4/4	4	1	1/16	1/16	1	3873										814		
216	216	3453/4	3453/4	0.25	13/16	13/16	Chord	4/4	4	1	1/16	1/16	1	3874										814		
216	216	1727/2	1727/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8	1/8	1	3875												
217	217	864	864	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	3876										815		
217	217	1731/2	1731/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	3877										815		
217	217	3463/4	3463/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	3878												
217	217	866	866	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	3879		articStaccatoAbove										
217	217	1733/2	1733/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	3880		articStaccatoAbove										
217	217	867	867	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	3881										816		
217	217	3469/4	3469/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	3882										816		
217	217	1735/2	1735/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	3883												
217	217	864	864	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	3884										817		
217	217	865	865	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	3885												
217	217	866	866	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	3886												
217	217	1733/2	1733/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	3887												
217	217	867	867	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	3888												
217	217	1735/2	1735/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	3889												
217	217	864	864	1.0	0	0	Chord	4/4	3	1	1/4	1/4	1	3890		articStaccatoAbove								818		
217	217	865	865	1.0	1/4	1/4	Chord	4/4	3	1	1/4	1/4	1	3891		articStaccatoAbove										
217	217	866	866	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	3892												
217	217	1733/2	1733/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	3893												
217	217	867	867	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	3894												
217	217	1735/2	1735/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	3895												
217	217	864	864	1.0	0	0	Chord	4/4	4	1	1/4	1/4	1	3896										819		
217	217	865	865	1.0	1/4	1/4	Chord	4/4	4	1	1/4	1/4	1	3897												
218	218	868	868	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	3898										820		
218	218	1737/2	1737/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	3899												
218	218	871	871	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	3900										821		
218	218	3485/4	3485/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	3901										821		
218	218	1743/2	1743/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	3902												
218	218	868	868	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	3903										822		
218	218	1737/2	1737/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	3904												
218	218	869	869	0.25	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	3905										823		
218	218	3477/4	3477/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	3906										823		
218	218	1739/2	1739/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	3907												
218	218	870	870	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	3908										824		
218	218	1741/2	1741/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	3909												
218	218	1743/2	1743/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	3910												
218	218	868	868	0.5	0	0	Chord	4/4	3	1	1/8	1/8	1	3911										825		
218	218	1737/2	1737/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8	1/8	1	3912												
218	218	869	869	0.25	1/4	1/4	Chord	4/4	3	1	1/16	1/16	1	3913										826		
218	218	3477/4	3477/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16	1/16	1	3914										826		
218	218	1739/2	1739/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	3915												
218	218	870	870	0.5	1/2	1/2	Chord	4/4	3	1	1/8	1/8	1	3916										827		
218	218	1741/2	1741/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8	1/8	1	3917												
218	218	1743/2	1743/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8	1/8	1	3918												
218	218	1739/2	1739/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8	1/8	1	3919		articStaccatoAbove										
218	218	870	870	0.5	1/2	1/2	Chord	4/4	4	1	1/8	1/8	1	3920										828		
218	218	1741/2	1741/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8	1/8	1	3921												
219	219	872	872	0.0	0	0	StaffText	4/4	1	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"									
219	219	872	872	0.75	0	0	Chord	4/4	1	1	3/16	1/8	3/2	3922										829		
219	219	3491/4	3491/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	3923												
219	219	873	873	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	3924		articStaccatoAbove										
219	219	1747/2	1747/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	3925		articStaccatoAbove										
219	219	874	874	0.75	1/2	1/2	Chord	4/4	1	1	3/16	1/8	3/2	3926										830		
219	219	3499/4	3499/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	3927												
219	219	875	875	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	3928		articStaccatoAbove										
219	219	1751/2	1751/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	3929		articStaccatoAbove										
219	219	872	872	0.0	0	0	StaffText	4/4	2	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"									
219	219	872	872	0.75	0	0	Chord	4/4	2	1	3/16	1/8	3/2	3930										831		
219	219	3491/4	3491/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	3931												
219	219	873	873	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	3932		articStaccatoAbove										
219	219	1747/2	1747/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	3933		articStaccatoAbove										
219	219	874	874	0.75	1/2	1/2	Chord	4/4	2	1	3/16	1/8	3/2	3934										832		
219	219	3499/4	3499/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	3935												
219	219	875	875	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	3936		articStaccatoAbove										
219	219	1751/2	1751/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	3937		articStaccatoAbove										
219	219	872	872	0.0	0	0	StaffText	4/4	3	1	0						"<font size=""9.7197""/><font face=""Times New Roman""/><i>cresc.</i>"									
219	219	872	872	0.75	0	0	Chord	4/4	3	1	3/16	1/8	3/2	3938										833		
219	219	3491/4	3491/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16	1/16	1	3939												
219	219	873	873	0.5	1/4	1/4	Chord	4/4	3	1	1/8	1/8	1	3940		articStaccatoAbove										
219	219	1747/2	1747/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8	1/8	1	3941		articStaccatoAbove										
219	219	874	874	0.75	1/2	1/2	Chord	4/4	3	1	3/16	1/8	3/2	3942										834		
219	219	3499/4	3499/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16	1/16	1	3943												
219	219	875	875	0.5	3/4	3/4	Chord	4/4	3	1	1/8	1/8	1	3944		articStaccatoAbove										
