mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin
13	13	97/2	97/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	279									
13	13	49	49	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	280									
13	13	99/2	99/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	281									
13	13	50	50	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	282									
13	13	101/2	101/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	283									
13	13	51	51	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	284									
13	13	103/2	103/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	285									
13	13	48	48	0.0	0	0	StaffText	4/4	4	1	0								<i>cresc.</i>						
13	13	48	48	0.5	0	0	Chord	4/4	4	1	1/8			1/8	1	286									
13	13	97/2	97/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8			1/8	1	287									
13	13	49	49	0.5	1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	288									
13	13	99/2	99/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	289									
13	13	50	50	0.5	1/2	1/2	Chord	4/4	4	1	1/8			1/8	1	290									
13	13	101/2	101/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8			1/8	1	291									
13	13	51	51	0.5	3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	292									
13	13	103/2	103/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	293									
14	14	52	52	3.0	0	0	Chord	4/4	1	1	3/4			1/2	3/2	294							12		
14	14	55	55	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	295							12		
14	14	111/2	111/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	296									
14	14	52	52	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	297									
14	14	105/2	105/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	298									
14	14	53	53	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	299									
14	14	107/2	107/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	300									
14	14	54	54	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	301									
14	14	109/2	109/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	302									
14	14	55	55	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	303									
14	14	111/2	111/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	304									
14	14	52	52	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	305									
14	14	105/2	105/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	306									
14	14	53	53	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	307									
14	14	107/2	107/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	308									
14	14	54	54	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	309									
14	14	109/2	109/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	310									
14	14	55	55	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	311									
14	14	111/2	111/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	312									
14	14	52	52	0.5	0	0	Chord	4/4	4	1	1/8			1/8	1	313									
14	14	105/2	105/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8			1/8	1	314									
14	14	53	53	0.5	1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	315									
14	14	107/2	107/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	316									
14	14	54	54	0.5	1/2	1/2	Chord	4/4	4	1	1/8			1/8	1	317									
14	14	109/2	109/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8			1/8	1	318									
14	14	55	55	0.5	3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	319									
14	14	111/2	111/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	320									
15	15	56	56	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	321							13		
15	15	113/2	113/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	322									
15	15	57	57	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	323		articStaccatoAbove							
15	15	115/2	115/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	324		articStaccatoAbove							
15	15	58	58	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	325		articStaccatoAbove					14		
15	15	59	59	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	326		articStaccatoAbove							
15	15	56	56	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	327									
15	15	113/2	113/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	328									
15	15	57	57	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	329									
15	15	115/2	115/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	330									
15	15	58	58	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	331									
15	15	117/2	117/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	332									
15	15	59	59	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	333									
15	15	119/2	119/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	334									
15	15	56	56	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	335									
15	15	113/2	113/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	336									
15	15	57	57	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	337									
15	15	115/2	115/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	338									
15	15	58	58	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	339									
15	15	117/2	117/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	340									
15	15	59	59	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	341									
15	15	119/2	119/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	342									
15	15	56	56	0.5	0	0	Chord	4/4	4	1	1/8			1/8	1	343									
15	15	113/2	113/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8			1/8	1	344									
15	15	57	57	0.5	1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	345									
15	15	115/2	115/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	346									
15	15	58	58	0.5	1/2	1/2	Chord	4/4	4	1	1/8			1/8	1	347									
15	15	117/2	117/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8			1/8	1	348									
15	15	59	59	0.5	3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	349									
15	15	119/2	119/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	350									
16	16	60	60	4.0	0	0	Chord	4/4	1	1	1			1	1	351									
16	16	60	60	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	352									
16	16	121/2	121/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	353									
16	16	61	61	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	354									
16	16	123/2	123/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	355									
16	16	62	62	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	356									
16	16	125/2	125/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	357									
16	16	63	63	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	358									
16	16	127/2	127/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	359									
16	16	60	60	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	360									
16	16	121/2	121/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	361									
16	16	61	61	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	362									
16	16	123/2	123/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	363									
16	16	62	62	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	364									
16	16	125/2	125/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	365									
16	16	63	63	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	366									
16	16	127/2	127/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	367									
16	16	60	60	0.5	0	0	Chord	4/4	4	1	1/8			1/8	1	368									
16	16	121/2	121/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8			1/8	1	369									
16	16	61	61	0.5	1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	370									
16	16	123/2	123/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	371									
16	16	62	62	0.5	1/2	1/2	Chord	4/4	4	1	1/8			1/8	1	372									
16	16	125/2	125/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8			1/8	1	373									
16	16	63	63	0.5	3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	374									
16	16	127/2	127/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	375									
17	17	64	64	0.0	0	0	Dynamic	4/4	1	1	0						sf								
17	17	64	64	4.0	0	0	Chord	4/4	1	1	1			1	1	376									
17	17	64	64	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	377									
17	17	129/2	129/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	378									
17	17	65	65	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	379									
17	17	131/2	131/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	380									
17	17	66	66	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	381									
17	17	133/2	133/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	382									
17	17	67	67	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	383									
17	17	135/2	135/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	384									
17	17	64	64	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	385									
17	17	129/2	129/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	386									
17	17	65	65	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	387									
17	17	131/2	131/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	388									
17	17	66	66	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	389									
17	17	133/2	133/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	390									
17	17	67	67	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	391									
17	17	135/2	135/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	392									
17	17	64	64	0.5	0	0	Chord	4/4	4	1	1/8			1/8	1	393									
17	17	129/2	129/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8			1/8	1	394									
17	17	65	65	0.5	1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	395									
17	17	131/2	131/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	396									
17	17	66	66	0.5	1/2	1/2	Chord	4/4	4	1	1/8			1/8	1	397									
17	17	133/2	133/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8			1/8	1	398									
17	17	67	67	0.5	3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	399									
17	17	135/2	135/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	400									
18	18	68	68	0.0	0	0	StaffText	4/4	1	1	0								"<font size=""12""/><i>piu</i>"						
18	18	68	68	4.0	0	0	Chord	4/4	1	1	1			1	1	401									
18	18	68	68	0.0	0	0	Dynamic	4/4	2	1	0						f								
18	18	68	68	0.0	0	0	Dynamic	4/4	2	1	0						f								
18	18	68	68	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	402									
18	18	137/2	137/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	403									
18	18	69	69	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	404									
18	18	139/2	139/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	405									
18	18	70	70	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	406									
18	18	141/2	141/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	407									
18	18	71	71	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	408									
18	18	143/2	143/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	409									
18	18	68	68	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	410									
18	18	137/2	137/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	411									
18	18	69	69	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	412									
18	18	139/2	139/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	413									
18	18	70	70	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	414									
18	18	141/2	141/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	415									
18	18	71	71	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	416									
18	18	143/2	143/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	417									
18	18	68	68	0.0	0	0	Dynamic	4/4	4	1	0						f								
18	18	68	68	0.0	0	0	Dynamic	4/4	4	1	0						f								
18	18	68	68	0.5	0	0	Chord	4/4	4	1	1/8			1/8	1	418									
18	18	137/2	137/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8			1/8	1	419									
18	18	69	69	0.5	1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	420									
18	18	139/2	139/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	421									
18	18	70	70	0.5	1/2	1/2	Chord	4/4	4	1	1/8			1/8	1	422									
18	18	141/2	141/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8			1/8	1	423									
18	18	71	71	0.5	3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	424									
18	18	143/2	143/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	425									
19	19	72	72	0.0	0	0	Dynamic	4/4	1	1	0						ff								
19	19	72	72	3.0	0	0	Chord	4/4	1	1	3/4			1/2	3/2	426									
19	19	75	75	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	427							15		
19	19	72	72	0.0	0	0	Dynamic	4/4	2	1	0						ff								
19	19	72	72	3.0	0	0	Chord	4/4	2	1	3/4			1/2	3/2	428									
19	19	75	75	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	429							16		
19	19	72	72	0.0	0	0	Dynamic	4/4	3	1	0						ff								
19	19	72	72	3.0	0	0	Chord	4/4	3	1	3/4			1/2	3/2	430									
19	19	75	75	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	431									
19	19	72	72	0.0	0	0	Dynamic	4/4	4	1	0						ff								
19	19	72	72	3.0	0	0	Chord	4/4	4	1	3/4			1/2	3/2	432									
19	19	75	75	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	433							17		
20	20	76	76	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	434		articStaccatoAbove							
20	20	77	77	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	435		articStaccatoAbove							
20	20	78	78	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	436							18		
20	20	76	76	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	437		articStaccatoBelow							
20	20	77	77	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	438		articStaccatoBelow							
20	20	78	78	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	439							19		
20	20	76	76	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	440		articStaccatoBelow							
20	20	77	77	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	441		articStaccatoBelow							
20	20	78	78	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	442							20		
20	20	76	76	0.5	0	0	Chord	4/4	4	1	1/8			1/8	1	443		articStaccatoBelow							
20	20	77	77	0.5	1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	444		articStaccatoAbove							
20	20	78	78	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	445									
21	21	80	80	0.0	0	0	Dynamic	4/4	1	1	0						p								
21	21	80	80	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	446		articStaccatoAbove							
21	21	81	81	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	447		articStaccatoAbove							
21	21	82	82	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	448							21		
21	21	80	80	0.0	0	0	Dynamic	4/4	2	1	0						p								
21	21	80	80	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	449		articStaccatoBelow							
21	21	81	81	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	450		articStaccatoBelow							
21	21	82	82	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	451							22		
21	21	80	80	0.0	0	0	Dynamic	4/4	3	1	0						p								
21	21	80	80	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	452		articStaccatoBelow							
21	21	81	81	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	453		articStaccatoAbove							
21	21	82	82	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	454							23		
22	22	84	84	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	455		articStaccatoAbove							
22	22	85	85	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	456		articStaccatoAbove							
22	22	86	86	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	457							24		
22	22	84	84	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	458		articStaccatoBelow							
22	22	85	85	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	459		articStaccatoBelow							
22	22	86	86	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	460							25		
22	22	84	84	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	461		articStaccatoBelow							
22	22	85	85	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	462		articStaccatoBelow							
22	22	86	86	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	463							26		
22	22	84	84	0.0	0	0	Dynamic	4/4	4	1	0						p								
22	22	84	84	0.5	0	0	Chord	4/4	4	1	1/8			1/8	1	464		articStaccatoBelow							
22	22	85	85	0.5	1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	465		articStaccatoAbove							
22	22	86	86	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	466							27		
23	23	88	88	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	467							24		
23	23	90	90	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	468									
23	23	88	88	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	469							25		
23	23	90	90	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	470									
23	23	88	88	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	471							26		
23	23	90	90	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	472									
23	23	88	88	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	473							27		
23	23	90	90	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	474									
24	24	92	92	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	475									
24	24	93	93	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	476									
24	24	94	94	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	477							28		
24	24	92	92	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	478									
24	24	93	93	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	479									
24	24	94	94	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	480									
24	24	92	92	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	481									
24	24	93	93	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	482									
24	24	94	94	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	483									
24	24	92	92	0.5	0	0	Chord	4/4	4	1	1/8			1/8	1	484									
24	24	93	93	0.5	1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	485									
24	24	94	94	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	486							29		
25	25	96	96	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	487							28		
25	25	98	98	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	488									
25	25	96	96	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	489							30		
25	25	98	98	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	490									
25	25	96	96	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	491							31		
25	25	98	98	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	492									
25	25	96	96	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	493							29		
25	25	98	98	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	494									
26	26	100	100	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	495									
26	26	101	101	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	496									
26	26	102	102	0.0	1/2	1/2	StaffText	4/4	1	1	0								<i>cresc.</i>						
26	26	102	102	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	497							32		
26	26	100	100	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	498									
26	26	101	101	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	499									
26	26	102	102	0.0	1/2	1/2	StaffText	4/4	2	1	0								<i>cresc.</i>						
26	26	102	102	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	500							33		
26	26	100	100	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	501									
26	26	101	101	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	502									
26	26	102	102	0.0	1/2	1/2	StaffText	4/4	3	1	0								<i>cresc.</i>						
26	26	102	102	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	503									
26	26	100	100	0.5	0	0	Chord	4/4	4	1	1/8			1/8	1	504									
26	26	101	101	0.5	1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	505									
26	26	102	102	0.0	1/2	1/2	StaffText	4/4	4	1	0								<i>cresc.</i>						
26	26	102	102	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	506							34		
27	27	104	104	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	507							32		
27	27	106	106	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	508									
27	27	104	104	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	509							33		
27	27	106	106	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	510									
27	27	104	104	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	511							35		
27	27	106	106	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	512									
27	27	104	104	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	513							34		
27	27	106	106	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	514									
28	28	108	108	0.0	0	0	Dynamic	4/4	1	1	0						sf								
28	28	108	108	0.0	0	0	Spanner	4/4	1	1	0														0
28	28	108	108	4.0	0	0	Chord	4/4	1	1	1			1	1	515							36		0
28	28	108	108	0.0	0	0	Dynamic	4/4	2	1	0						sf								
28	28	108	108	0.0	0	0	Spanner	4/4	2	1	0														1
28	28	108	108	4.0	0	0	Chord	4/4	2	1	1			1	1	516							37		1
28	28	108	108	0.0	0	0	Dynamic	4/4	3	1	0						sf								
28	28	108	108	0.0	0	0	Spanner	4/4	3	1	0														2
28	28	108	108	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	517									2
28	28	110	110	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	518									2
28	28	108	108	0.0	0	0	Dynamic	4/4	4	1	0						sf								
28	28	108	108	0.0	0	0	Spanner	4/4	4	1	0														3
28	28	108	108	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	519									3
28	28	110	110	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	520									3
29	29	112	112	0.0	0	0	Dynamic	4/4	1	1	0						p								
29	29	112	112	0.0	0	0	Spanner	4/4	1	1	0														
29	29	112	112	4.0	0	0	Chord	4/4	1	1	1			1	1	521									
29	29	112	112	0.0	0	0	Dynamic	4/4	2	1	0						p								
29	29	112	112	0.0	0	0	Spanner	4/4	2	1	0														
29	29	112	112	4.0	0	0	Chord	4/4	2	1	1			1	1	522									
29	29	112	112	0.0	0	0	Spanner	4/4	3	1	0														
29	29	112	112	4.0	0	0	Chord	4/4	3	1	1			1	1	523									
29	29	112	112	0.0	0	0	Dynamic	4/4	4	1	0						p								
29	29	112	112	0.0	0	0	Dynamic	4/4	4	1	0						p								
29	29	112	112	0.0	0	0	Spanner	4/4	4	1	0														
29	29	112	112	4.0	0	0	Chord	4/4	4	1	1			1	1	524									
30	30	116	116	0.0	0	0	StaffText	4/4	1	1	0								<i>dol.</i>						
30	30	116	116	3.0	0	0	Chord	4/4	1	1	3/4			1/2	3/2	525							38		
30	30	119	119	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	526							38		
30	30	239/2	239/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	527							38		
30	30	116	116	0.0	0	0	StaffText	4/4	2	1	0								<i>dol.</i>						
30	30	116	116	3.0	0	0	Chord	4/4	2	1	3/4			1/2	3/2	528							39		
30	30	119	119	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	529							39		
30	30	239/2	239/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	530							39		
30	30	116	116	4.0	0	0	Chord	4/4	3	1	1			1	1	531									
30	30	116	116	4.0	0	0	Chord	4/4	4	1	1			1	1	532									
31	31	120	120	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	533							38		
31	31	241/2	241/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	534							38		
31	31	121	121	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	535							38		
31	31	243/2	243/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	536							38		
31	31	122	122	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	537							38		
31	31	245/2	245/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	538							38		
31	31	123	123	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	539							38		
31	31	247/2	247/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	540							38		
31	31	120	120	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	541							39		
31	31	241/2	241/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	542							39		
31	31	121	121	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	543							39		
31	31	243/2	243/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	544							39		
31	31	122	122	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	545							39		
31	31	245/2	245/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	546							39		
